	ACA>AAA	ACC>AAC	ACG>AAG	ACT>AAT	CCA>CAA	CCC>CAC	CCG>CAG	CCT>CAT	GCA>GAA	GCC>GAC	GCG>GAG	GCT>GAT	TCA>TAA	TCC>TAC	TCG>TAG	TCT>TAT	ACA>AGA	ACC>AGC	ACG>AGG	ACT>AGT	CCA>CGA	CCC>CGC	CCG>CGG	CCT>CGT	GCA>GGA	GCC>GGC	GCG>GGG	GCT>GGT	TCA>TGA	TCC>TGC	TCG>TGG	TCT>TGT	ACA>ATA	ACC>ATC	ACG>ATG	ACT>ATT	CCA>CTA	CCC>CTC	CCG>CTG	CCT>CTT	GCA>GTA	GCC>GTC	GCG>GTG	GCT>GTT	TCA>TTA	TCC>TTC	TCG>TTG	TCT>TTT	ATA>AAA	ATC>AAC	ATG>AAG	ATT>AAT	CTA>CAA	CTC>CAC	CTG>CAG	CTT>CAT	GTA>GAA	GTC>GAC	GTG>GAG	GTT>GAT	TTA>TAA	TTC>TAC	TTG>TAG	TTT>TAT	ATA>ACA	ATC>ACC	ATG>ACG	ATT>ACT	CTA>CCA	CTC>CCC	CTG>CCG	CTT>CCT	GTA>GCA	GTC>GCC	GTG>GCG	GTT>GCT	TTA>TCA	TTC>TCC	TTG>TCG	TTT>TCT	ATA>AGA	ATC>AGC	ATG>AGG	ATT>AGT	CTA>CGA	CTC>CGC	CTG>CGG	CTT>CGT	GTA>GGA	GTC>GGC	GTG>GGG	GTT>GGT	TTA>TGA	TTC>TGC	TTG>TGG	TTT>TGT
Sample_129	0	1	0	0	1	2	1	1	3	0	2	1	2	1	1	0	0	0	0	2	0	0	2	2	1	0	0	0	1	1	0	3	0	0	8	0	2	4	13	4	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sample_71	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	3	1	0	2	0	2	3	8	3	1	1	4	4	4	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Sample_49	1	0	0	0	1	2	2	0	0	1	1	2	0	0	0	1	2	5	3	1	0	0	2	1	0	0	0	1	2	0	0	4	2	1	3	1	1	3	4	1	1	4	3	1	3	2	0	2	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	3	0	0	0	0	0	1	0	0	0	1	1
Sample_7	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	2	1	2	0	0	1	1	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sample_21	0	0	2	0	1	0	0	2	0	1	1	0	0	1	1	3	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	2	1	1	4	2	3	4	7	1	1	1	1	0	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	3	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0
Sample_106	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_192	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	3	1	0	3	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Sample_52	1	2	1	1	2	0	2	1	5	0	1	2	3	2	0	2	8	2	2	2	2	0	1	1	0	0	2	1	9	1	2	6	5	2	8	0	9	7	12	4	5	0	12	3	17	5	0	7	0	0	0	1	0	0	1	2	1	0	0	0	3	2	1	1	2	0	0	1	0	2	1	1	1	1	1	1	0	0	3	2	0	0	2	0	0	0	0	1	0	1	1	1	0	1	1	0
Sample_132	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	5	1	4	3	2	0	2	1	4	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	3	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
Sample_156	3	1	0	1	1	1	1	0	5	0	0	0	14	6	1	7	28	0	0	4	5	0	0	1	10	0	0	1	50	8	2	36	27	0	1	0	15	5	5	2	20	2	2	5	121	19	18	29	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sample_89	1	2	1	0	0	0	0	1	2	0	0	1	2	1	1	1	7	1	0	0	1	0	0	0	1	0	0	0	12	3	3	11	3	0	4	1	12	2	5	3	2	2	5	2	17	4	4	6	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_112	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Sample_63	1	0	1	0	0	1	0	1	1	0	1	1	2	1	2	2	2	1	0	0	2	1	0	0	3	0	1	1	7	2	0	11	1	1	3	2	6	6	14	5	1	1	3	0	19	4	3	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Sample_67	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	5	0	1	5	4	1	3	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sample_149	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	4	0	3	4	3	2	0	0	3	2	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Sample_122	0	1	0	0	1	1	1	0	1	0	0	0	2	3	1	0	2	1	1	0	1	0	0	1	0	2	0	0	0	1	1	2	2	0	3	1	7	0	1	4	0	1	1	2	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_39	0	0	0	1	0	1	0	1	1	0	1	0	2	5	0	1	2	2	2	1	0	0	0	2	2	0	0	1	4	2	1	1	1	2	4	0	4	3	2	5	1	0	2	1	0	4	2	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	1	0	0	2	2	2	0	1	2	1	2	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
Sample_28	0	0	0	2	0	0	0	0	0	1	2	1	0	3	0	1	1	0	1	3	0	1	0	1	1	0	0	0	1	0	1	0	4	1	4	2	3	2	3	6	2	2	3	0	3	2	3	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sample_10	4	0	1	4	1	0	0	2	1	0	0	1	3	0	0	2	3	0	0	1	0	0	0	1	0	0	0	0	10	1	0	2	4	2	1	3	5	9	6	7	3	1	5	0	11	3	4	5	2	2	1	2	1	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	4	3	7	0	0	2	0	0	1	0	1	3	2	7	3	0	3	0	2	0	0	1	0	0	1	1	2
Sample_76	3	4	0	1	1	0	0	0	0	1	2	2	1	0	0	2	2	1	3	0	0	0	1	2	1	1	0	0	2	1	0	1	1	1	1	2	2	2	4	4	2	4	2	1	3	1	3	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	2	1	1	0	0	0	0	0	0	2	0	0	1	2	1	1	0	0	0	0	0	0	0	0	1	0
Sample_115	1	1	0	0	0	0	1	0	1	0	1	2	6	1	1	1	1	1	0	0	0	0	1	1	2	1	0	0	12	1	3	9	14	1	8	0	5	6	13	5	5	3	3	1	18	7	3	4	0	1	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0
Sample_82	2	1	1	1	0	1	0	2	2	0	0	0	2	2	0	4	6	1	1	1	1	0	2	0	0	0	1	0	5	0	1	9	3	2	3	0	3	0	5	1	3	1	2	0	16	2	5	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	2	1	1	1	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sample_138	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	2	1	0	4	1	2	1	0	2	3	0	2	0	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Sample_48	4	2	1	2	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	2	1	4	1	2	1	3	2	3	0	3	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Sample_158	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	8	1	1	0	0	0	1	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sample_12	2	2	0	0	1	0	0	1	3	6	2	0	1	1	0	1	2	2	0	1	0	0	1	0	0	0	0	2	3	0	2	2	0	0	2	3	0	1	1	1	3	1	4	2	1	2	0	1	1	1	2	0	0	3	1	1	0	1	1	0	1	0	1	0	2	2	1	1	1	1	0	0	0	0	1	2	3	1	0	0	0	0	0	0	1	0	2	2	0	0	2	0	0	0	0	1
Sample_43	0	0	0	1	1	0	0	1	1	2	0	1	2	3	2	0	1	1	0	0	1	0	1	0	1	0	0	3	3	0	1	3	1	1	4	0	9	5	3	6	3	6	4	2	6	3	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Sample_36	3	2	0	2	1	1	1	1	1	3	1	1	1	0	1	2	2	1	0	3	1	0	0	3	0	1	0	1	2	0	0	2	3	2	2	2	1	6	2	7	3	1	0	1	4	2	2	0	2	2	0	0	0	0	0	2	1	1	3	1	1	0	2	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
Sample_177	2	1	1	3	1	3	3	1	3	4	0	4	0	1	0	1	6	0	2	0	3	3	3	1	2	0	1	1	3	3	1	1	1	1	3	0	1	4	6	3	3	2	9	0	0	3	2	2	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	2	0	1	1	0	0	2	0	2	0	1	0	1	0	4	0	2	1	0	0	0	0	0	0	3	0
Sample_167	0	2	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	0	0	1	1	2	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sample_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	1	4	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sample_6	0	0	0	1	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	1	1	2	1	1	4	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Sample_25	2	1	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	2	0	0	2	1	3	1	0	2	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Sample_166	0	2	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1	3	3	2	0	1	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Sample_98	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	0	2	3	2	1	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0
Sample_193	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	3	0	2	1	6	3	1	0	0	2	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_65	2	0	1	3	1	1	0	0	0	0	1	1	4	1	2	1	7	0	1	1	1	0	0	0	3	0	0	1	10	7	1	12	8	1	5	0	14	1	5	4	3	1	4	4	22	8	11	6	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Sample_46	2	1	0	0	1	0	0	1	2	0	0	0	3	0	1	1	15	0	0	0	2	0	2	0	6	1	0	0	28	6	0	17	8	2	4	2	8	1	5	1	4	0	4	2	25	3	11	5	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0
Sample_73	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	2	2	2	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sample_148	1	1	3	1	2	0	0	0	0	2	0	0	1	0	1	2	4	3	0	1	0	0	0	0	4	1	2	1	0	0	2	0	1	0	3	2	2	3	2	1	0	2	1	1	1	0	1	3	0	0	0	2	2	0	0	0	1	0	2	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	1	0	0	0	0
Sample_30	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	2	0	3	3	5	6	4	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_13	0	0	1	1	0	2	1	2	1	1	1	0	1	1	1	0	1	2	1	0	1	2	0	0	2	0	0	1	1	1	1	0	0	3	1	0	4	2	4	10	1	1	1	0	0	2	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Sample_175	1	4	1	3	1	0	1	2	3	0	1	4	0	2	3	2	4	2	2	4	2	0	2	1	3	0	1	1	7	3	0	6	3	1	4	1	4	5	2	4	2	0	4	1	6	2	2	1	2	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	3	0	0	1	1	1	0	0	0	0	3	1	0	1	1	0	1	0	0	3	1	0	0	2	0	0	0	2	0
Sample_105	5	0	0	2	0	1	1	0	2	0	0	1	0	1	1	0	4	1	1	0	1	1	1	0	1	0	0	1	1	0	1	0	1	1	4	0	4	4	2	2	1	6	5	2	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0
Sample_11	0	1	2	4	6	1	0	0	4	3	2	0	2	2	0	3	4	3	3	1	2	2	3	1	2	1	1	0	5	1	1	4	4	4	4	2	2	2	2	4	3	3	3	1	6	6	3	7	0	2	0	0	0	2	1	0	0	0	0	0	1	1	0	0	2	2	1	1	1	1	0	2	1	0	1	0	2	0	0	2	0	1	2	0	0	1	2	0	1	0	2	0	0	1	1	0
Sample_44	0	1	2	1	1	0	1	0	2	1	1	1	3	3	2	0	1	0	4	3	1	1	2	2	2	0	4	3	2	2	1	3	3	0	2	0	3	3	1	4	1	4	4	0	0	0	2	1	1	0	3	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	2	0	0	1	2	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	2	0	1	1	1	0	1	1	0
Sample_111	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	5	0	0	0	0	4	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Sample_169	1	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	2	1	0	1	1	2	1	0	2	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sample_3	0	1	1	0	3	0	2	0	1	1	2	1	1	2	0	2	5	1	0	2	1	2	3	2	0	0	1	0	1	2	1	2	1	2	5	3	3	4	6	1	1	3	4	3	1	2	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	1	2	3	2	0	2	2	0	0	1	3	3	0	0	0	1	0	1	2	0	0	0	2	1	0	0	0	1	0	0	0	0
Sample_80	1	1	2	2	3	1	2	1	1	2	3	3	4	3	3	2	4	3	1	1	2	1	0	0	1	0	1	1	5	0	0	3	0	3	2	1	2	7	3	11	0	2	4	1	3	1	1	0	0	0	0	0	1	0	2	0	0	1	1	2	1	2	2	0	0	1	4	4	0	1	2	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	2	1	0	1	0	0	0	1	1
Sample_117	0	0	2	0	1	0	0	0	2	1	0	0	0	0	1	2	0	0	1	1	0	0	0	0	1	0	0	0	2	0	2	3	1	0	1	0	2	3	5	5	1	3	2	0	1	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Sample_84	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	1	4	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_2	4	3	3	5	1	2	2	4	3	3	2	7	3	5	2	2	4	3	2	2	1	2	3	0	2	4	2	1	2	3	1	2	4	1	4	3	4	2	1	3	6	3	5	3	3	3	4	2	0	0	1	0	2	1	3	3	2	1	3	2	1	2	0	2	0	2	3	2	1	1	3	0	0	1	3	0	0	0	2	0	1	1	0	0	2	2	2	5	0	1	1	0	1	0	2	1
Sample_116	1	1	1	0	0	2	1	2	3	2	1	0	2	5	2	0	6	3	2	0	1	1	1	3	1	2	0	2	5	1	3	4	1	2	1	1	4	4	2	3	2	4	1	2	6	2	1	3	0	0	3	0	0	1	2	0	1	1	0	0	0	0	2	0	1	2	3	1	0	0	3	1	1	0	0	2	0	1	0	0	0	0	2	1	0	0	1	0	0	1	1	0	0	1	0	0
Sample_55	2	0	1	0	1	0	0	1	0	1	0	0	2	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	1	1	0	1	7	8	3	0	2	7	0	4	3	3	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	2	2	1	1	1	0	3	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
Sample_34	1	4	0	2	1	1	0	3	5	0	2	0	3	0	0	2	14	2	1	1	4	1	6	2	2	1	2	1	9	4	1	3	2	1	6	1	1	5	6	2	2	4	4	1	5	3	3	2	1	1	0	1	0	1	1	2	1	1	0	1	0	0	0	1	0	0	2	1	0	0	0	1	1	1	1	1	0	2	2	0	0	0	0	0	0	2	1	0	0	0	4	1	0	0	1	0
Sample_124	1	1	0	0	3	0	2	1	2	2	0	2	0	2	1	1	1	1	2	1	1	1	1	0	2	0	0	0	1	2	1	3	2	2	4	2	2	1	3	5	1	0	4	3	2	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Sample_191	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	2	2	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_174	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	2	0	0	4	1	2	3	1	0	0	4	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_151	4	6	0	0	0	0	1	0	7	4	0	0	6	3	1	7	21	0	4	2	5	0	1	1	6	1	1	1	32	5	2	13	10	2	2	0	5	4	4	4	9	1	0	3	47	5	10	16	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	2	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
Sample_91	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	2	1	1	0	0	0	0	0	0	1	2	0	1	1	0	0	0	1	0	2	0	2	1	1	2	0	1	1	2	1	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Sample_186	2	0	0	0	0	1	1	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	3	1	4	1	3	1	0	2	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_53	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	2	1	0	1	0	2	1	2	1	0	0	1	2	1	0	0	2	0	0	0	2	1	5	0	1	0	1	0	1	4	2	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Sample_38	1	3	0	5	0	1	6	2	2	3	1	3	2	4	2	4	2	1	1	0	2	0	4	1	0	4	1	2	0	1	1	3	1	1	7	0	2	3	11	3	3	4	3	4	4	3	1	3	0	1	1	0	0	1	0	2	0	0	4	2	2	0	1	0	0	0	1	3	0	0	1	3	0	2	3	2	1	1	0	0	0	2	0	0	0	1	3	0	1	0	0	0	0	1	1	0
Sample_85	2	0	0	4	1	3	0	0	0	2	2	0	3	2	2	3	1	1	1	0	1	0	1	2	2	0	2	2	6	1	0	6	2	2	2	2	2	3	2	0	0	2	2	3	2	2	1	4	0	0	0	0	0	0	3	0	1	0	0	2	0	1	0	0	0	0	0	0	0	3	1	0	0	1	0	0	1	1	1	0	0	2	0	1	1	0	0	1	0	0	3	1	0	0	2	0
Sample_139	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	4	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sample_190	0	1	0	0	0	0	0	2	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	3	2	1	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0
